route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
15698,CMBC,C48,THORNHILL/HANEY PLACE, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC48.ashx, , 
15699,CMBC,C49,RUSKIN/HANEY PLACE, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC49.ashx, , 
15700,CMBC,C5,ROYAL OAK STN/EDMONDS STN, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC5.ashx, , 
15701,CMBC,C50,OCEAN PARK/PEACE ARCH HOSPITAL, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC50.ashx, , 
15702,CMBC,C51,OCEAN PARK/WHITE ROCK CENTRE, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC51.ashx, , 
15703,CMBC,C52,SEASIDE/WHITE ROCK CENTRE, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC52.ashx, , 
15704,CMBC,C53,CRANLEY DRIVE/WHITE ROCK CENTRE, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC53.ashx, , 
15705,CMBC,C6,METROTOWN STN/SUNCREST, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC6.ashx, , 
15706,CMBC,C60,LANGLEY CENTRE/LANGLEY HOSPITAL, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC60.ashx, , 
15707,CMBC,C61,LANGLEY CENTRE/BROOKSWOOD, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC61.ashx, , 
15708,CMBC,C62,LANGLEY CENTRE/WALNUT GROVE, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC62.ashx, , 
15709,CMBC,C63,LANGLEY CENTRE/FERNRIDGE, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC63.ashx, , 
15710,CMBC,C64,LANGLEY CTR/WILLOWBROOK, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC64.ashx, , 
15711,CMBC,C7,METROTOWN STN/EDMONDS STN, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC7.ashx, , 
15712,CMBC,C70,CLOVERDALE/WILLOWBROOK, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC70.ashx, , 
15713,CMBC,C71,SURREY CNTRL/SCOTT RD STN, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC71.ashx, , 
15714,CMBC,C73,GUILDFORD/ SURREY CNTRL STN, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC73.ashx, , 
15715,CMBC,C74,FRASER HEIGHTS/GUILDFORD/SURREY CEN, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC74.ashx, , 
15716,CMBC,C75,NEWTON EX/SUNSHINE HILL/SCOTTSDALE, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC75.ashx, , 
15717,CMBC,C76,SCOTTSDALE/LADNER EX, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC76.ashx, , 
15743,CMBC,C8,QUAYSIDE/NEW WESTMINSTER STATION, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC8.ashx, , 
15718,CMBC,C84,ENGLISH BLUFF/SOUTH DELTA REC CENTR, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC84.ashx, , 
15719,CMBC,C86,LADNER SOUTH/LADNER EXCH, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC86.ashx, , 
15720,CMBC,C87,EAST LADNER/LADNER EXCH, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC87.ashx, , 
15721,CMBC,C88,LADNER NORTH/LADNER EXCH, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC88.ashx, , 
15722,CMBC,C89,BOUNDARY BAY/SOUTH DELTA REC CENTRE, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC89.ashx, , 
15723,CMBC,C90,AIRPORT STATION/SEA ISLAND NORTH, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC90.ashx, , 
15724,CMBC,C92,AIRPORT STATION/SEA ISLAND SOUTH, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC92.ashx, , 
15725,CMBC,C93,RIVERPORT/STEVESTON, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC93.ashx, , 
15726,CMBC,C94,RICHMOND OVAL/BRIGHOUSE STN, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC94.ashx, , 
15727,CMBC,C96,EAST CAMBIE/RICHMOND CTR, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC96.ashx, , 
15728,CMBC,C98,KINGSWOOD/22ND ST STN, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC98.ashx, , 
15729,CMBC,C99,PORT ROYAL/HAMILTON, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rC99.ashx, , 
15730,CMBC,N10,DOWNTOWN/RICHMOND NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN10.ashx, , 
15731,CMBC,N15,DOWNTOWN/CAMBIE NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN15.ashx, , 
15732,CMBC,N16,NANAIMO/RENFREW NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN16.ashx, , 
15733,CMBC,N17,DOWNTOWN/UBC NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN17.ashx, , 
15734,CMBC,N19,DOWNTOWN/SURREY CNTRL STN NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN19.ashx, , 
15735,CMBC,N20,DOWNTOWN/VICTORIA NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN20.ashx, , 
15736,CMBC,N22,DOWNTOWN/DUNBAR NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN22.ashx, , 
15737,CMBC,N24,DOWNTOWN/UPPER LONSDALE NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN24.ashx, , 
15738,CMBC,N35,DOWNTOWN/SFU NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN35.ashx, , 
15739,CMBC,N6,DOWNTOWN/WEST END NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN6.ashx, , 
15740,CMBC,N8,DOWNTOWN/FRASER NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN8.ashx, , 
15741,CMBC,N9,DOWNTOWN/COQUITLAM STN NIGHTBUS, ,3,http://www.translink.ca/~/media/Route_Files/66/routemap/rN9.ashx, , 
15742,CMBC,P25,NES SHOW UP , ,3, , , 
